time,15cm,15cm_vel,20cm,20cm_vel,25cm,25cm_vel,30cm,30cm_vel,35cm,35cm_vel
10.15,-0.012333333,-0.348222222,-0.000666667,-0.437814815,0.0068,-0.518925926,0.002533333,-0.616037037,0.0458,-0.563407407
10.2,-0.029866667,-0.305962963,-0.023333333,-0.41237037,-0.020333333,-0.502888889,-0.029333333,-0.585185185,0.0142,-0.617666667
10.25,-0.044133333,-0.23337037,-0.0436,-0.344888889,-0.045533333,-0.435962963,-0.0582,-0.49762963,-0.018533333,-0.608222222
10.3,-0.054133333,-0.137333333,-0.0592,-0.242962963,-0.065733333,-0.324518519,-0.081133333,-0.359777778,-0.049,-0.538444444
10.35,-0.058466667,-0.026888889,-0.068733333,-0.118962963,-0.0792,-0.182037037,-0.0956,-0.186555556,-0.074533333,-0.414814815
10.4,-0.056866667,0.084925926,-0.0716,0.017148148,-0.0846,-0.02262963,-0.1004,0.002851852,-0.092133333,-0.250037037
10.45,-0.049533333,0.186296296,-0.067,0.151888889,-0.081533333,0.138074074,-0.095266667,0.190814815,-0.1004,-0.062962963
10.5,-0.037466667,0.268074074,-0.055666667,0.268777778,-0.0702,0.283703704,-0.080533333,0.358666667,-0.098666667,0.129481481
10.55,-0.021666667,0.322888889,-0.038933333,0.356481481,-0.051866667,0.397814815,-0.057866667,0.488518519,-0.0868,0.306037037
10.6,-0.0038,0.343925926,-0.0186,0.408148148,-0.0288,0.471148148,-0.029666667,0.567962963,-0.066733333,0.449703704
10.65,0.014066667,0.330962963,0.003466667,0.419518518,-0.002933333,0.497888889,0.0012,0.590222222,-0.040066667,0.548333333
10.7,0.030533333,0.286111111,0.025066667,0.388259259,0.023066667,0.473333333,0.031733333,0.552962963,-0.009666667,0.590814815
10.75,0.043933333,0.210925926,0.043866667,0.317777778,0.046333333,0.400851852,0.058666667,0.460962963,0.021466667,0.57262963
10.8,0.052466667,0.114740741,0.058066667,0.21637037,0.0646,0.290703704,0.079666667,0.323037037,0.049933333,0.496259259
10.85,0.055733333,0.009296296,0.066333333,0.094148148,0.076533333,0.152222222,0.092266667,0.153074074,0.072866667,0.373703704
10.9,0.053466667,-0.097296296,0.0678,-0.036296296,0.080533333,-0.00262963,0.095466667,-0.029851852,0.0888,0.214037037
10.95,0.0456,-0.193481481,0.062533333,-0.162407408,0.076133333,-0.154814815,0.089066667,-0.207740741,0.0952,0.032222222
11,0.033266667,-0.268851852,0.050933333,-0.272259259,0.064266667,-0.288407407,0.073866667,-0.364333333,0.092,-0.149962963
11.05,0.0176,-0.316444444,0.034133333,-0.353222222,0.0462,-0.393444444,0.051133333,-0.483259259,0.079533333,-0.31537037
11.1,0.0004,-0.332740741,0.014133333,-0.397407407,0.023333333,-0.458407407,0.023533333,-0.552037037,0.059133333,-0.447222222
11.15,-0.017,-0.315592593,-0.007133333,-0.402481481,-0.0016,-0.475333333,-0.006333333,-0.56437037,0.032933333,-0.53237037
11.2,-0.032533333,-0.265074074,-0.0278,-0.365925926,-0.026066667,-0.444925926,-0.0352,-0.519407407,0.003733333,-0.563259259
11.25,-0.044533333,-0.18862963,-0.0452,-0.29262963,-0.0478,-0.371074074,-0.0602,-0.424888889,-0.0256,-0.538296296
11.3,-0.052,-0.095777778,-0.058133333,-0.19162963,-0.064733333,-0.258962963,-0.0794,-0.287962963,-0.052266667,-0.459111111
11.35,-0.054533333,0.006962963,-0.065133333,-0.071592593,-0.074666667,-0.122148148,-0.0902,-0.121703704,-0.073333333,-0.33437037
11.4,-0.051333333,0.109703704,-0.0656,0.055592593,-0.0774,0.025925926,-0.091866667,0.053555556,-0.087,-0.177
11.45,-0.043,0.199333333,-0.059266667,0.175555556,-0.071933333,0.170148148,-0.084666667,0.223555556,-0.091666667,-0.003407407
11.5,-0.0306,0.268592593,-0.047266667,0.276296296,-0.059533333,0.294,-0.068666667,0.371148148,-0.087333333,0.169555556
11.55,-0.015066667,0.310518519,-0.030533333,0.348888889,-0.041333333,0.387666667,-0.0458,0.476740741,-0.074,0.324333333
11.6,0.0018,0.319555556,-0.010933333,0.385444444,-0.019266667,0.442925926,-0.019,0.532740741,-0.0534,0.442666667
11.65,0.018133333,0.297111111,0.0096,0.382444444,0.004733333,0.453592593,0.009466667,0.537333333,-0.027933333,0.515666667
11.7,0.0326,0.246407407,0.0288,0.341777778,0.028,0.417111111,0.036866667,0.48837037,0.0002,0.537037037
11.75,0.0438,0.170444444,0.045133333,0.267074074,0.048133333,0.338555556,0.060266667,0.390518519,0.027933333,0.504444444
11.8,0.0504,0.076259259,0.056533333,0.166518518,0.063133333,0.22737037,0.077533333,0.252777778,0.052666667,0.421185185
11.85,0.051666667,-0.024407407,0.062466667,0.049296296,0.071666667,0.095666667,0.086466667,0.09137037,0.071666667,0.296925926
11.9,0.0478,-0.12137037,0.0616,-0.071666667,0.073133333,-0.045888889,0.086933333,-0.077,0.0836,0.14237037
11.95,0.039,-0.204962963,0.054933333,-0.183851852,0.0668,-0.181037037,0.078466667,-0.237222222,0.0864,-0.024814815
12,0.026466667,-0.267296296,0.042533333,-0.278111111,0.0542,-0.296037037,0.062133333,-0.370925926,0.080866667,-0.186555556
12.05,0.011133333,-0.301555556,0.025933333,-0.342888889,0.036133333,-0.382851852,0.039866667,-0.466814815,0.067,-0.328962963
12.1,-0.004933333,-0.304962963,0.0068,-0.371962963,0.014266667,-0.429037037,0.013533333,-0.514777778,0.0466,-0.436851852
12.15,-0.020466667,-0.279703704,-0.012733333,-0.363851852,-0.0086,-0.430333333,-0.0136,-0.512111111,0.021466667,-0.499074074
12.2,-0.034,-0.226851852,-0.031,-0.319925926,-0.0304,-0.38962963,-0.039733333,-0.458074074,-0.005333333,-0.510407407
12.25,-0.044133333,-0.150185185,-0.046,-0.244037037,-0.049066667,-0.310777778,-0.061333333,-0.356666667,-0.031533333,-0.471740741
12.3,-0.0496,-0.05862963,-0.0564,-0.143481482,-0.0628,-0.199814815,-0.076666667,-0.222185185,-0.054466667,-0.384592593
12.35,-0.0502,0.038259259,-0.060933333,-0.02862963,-0.0698,-0.069851852,-0.084466667,-0.065111111,-0.071533333,-0.259074074
12.4,-0.045666667,0.131666667,-0.059266667,0.087037037,-0.069933333,0.06462963,-0.083466667,0.09837037,-0.081333333,-0.109222222
12.45,-0.0364,0.209740741,-0.0518,0.192333333,-0.063066667,0.192037037,-0.074133333,0.249851852,-0.0828,0.049444444
12.5,-0.023733333,0.264592593,-0.039333333,0.279037037,-0.049933333,0.299222222,-0.057333333,0.373333333,-0.076066667,0.200592593
12.55,-0.008933333,0.293407407,-0.022733333,0.336666667,-0.031933333,0.375851852,-0.035266667,0.458185185,-0.061933333,0.331111111
12.6,0.006733333,0.293481481,-0.0042,0.358555556,-0.010733333,0.412777778,-0.009733333,0.49762963,-0.041666667,0.428518519
12.65,0.021666667,0.263,0.014533333,0.344666667,0.011,0.408037037,0.016533333,0.486333333,-0.017266667,0.481037037
12.7,0.034066667,0.206481481,0.031533333,0.298,0.0316,0.364,0.040866667,0.426,0.008466667,0.48337037
12.75,0.043066667,0.130481481,0.0456,0.220481481,0.048933333,0.282296296,0.0608,0.323666667,0.032933333,0.438185185
12.8,0.047666667,0.041,0.054466667,0.120888889,0.060933333,0.172925926,0.074466667,0.190037037,0.054,0.349740741
12.85,0.047333333,-0.052555556,0.058066667,0.011037037,0.066866667,0.047185185,0.080533333,0.038222222,0.069333333,0.226111111
12.9,0.0422,-0.140518519,0.055666667,-0.100481482,0.0658,-0.082259259,0.078466667,-0.117296296,0.077466667,0.081
12.95,0.032666667,-0.213074074,0.047533333,-0.200259259,0.058266667,-0.202333333,0.0682,-0.258407407,0.077666667,-0.070444444
13,0.019866667,-0.261074074,0.0348,-0.278925926,0.044733333,-0.301296296,0.051466667,-0.371148148,0.070066667,-0.213111111
13.05,0.005533333,-0.283148148,0.018533333,-0.32937037,0.026866667,-0.368481481,0.029666667,-0.447333333,0.055533333,-0.334296296
13.1,-0.009466667,-0.278814815,0.0004,-0.344333333,0.006333333,-0.397185185,0.004933333,-0.478259259,0.0352,-0.42
13.15,-0.0234,-0.24762963,-0.0172,-0.325962963,-0.014466667,-0.385407407,-0.020133333,-0.460333333,0.011733333,-0.461296296
13.2,-0.035266667,-0.190888889,-0.0334,-0.276481481,-0.033666667,-0.33637037,-0.042933333,-0.396407407,-0.012666667,-0.457814815
13.25,-0.0434,-0.112481481,-0.046066667,-0.19762963,-0.049466667,-0.253592593,-0.061266667,-0.294296296,-0.035933333,-0.407444444
13.3,-0.046866667,-0.024481481,-0.053933333,-0.099481482,-0.06,-0.14637037,-0.073533333,-0.163,-0.055066667,-0.316111111
13.35,-0.045866667,0.064407407,-0.056333333,0.007296296,-0.0646,-0.026111111,-0.078266667,-0.014851852,-0.068733333,-0.194407407
13.4,-0.040133333,0.145851852,-0.053133333,0.112296296,-0.062733333,0.096740741,-0.075,0.133333333,-0.0752,-0.054925926
13.45,-0.030666667,0.211962963,-0.044666667,0.205888889,-0.054533333,0.209481481,-0.064333333,0.266555556,-0.074466667,0.089962963
13.5,-0.018133333,0.257333333,-0.031666667,0.277703704,-0.040866667,0.299666667,-0.047266667,0.372111111,-0.0658,0.224777778
13.55,-0.003866667,0.276296296,-0.015733333,0.320481482,-0.023333333,0.358925926,-0.025466667,0.437296296,-0.051,0.335074074
13.6,0.010666667,0.266481481,0.001666667,0.331,-0.003533333,0.381740741,-0.001733333,0.45762963,-0.030933333,0.411074074
13.65,0.023733333,0.231666667,0.018733333,0.30762963,0.0164,0.36562963,0.021933333,0.435111111,-0.008133333,0.443333333
13.7,0.0348,0.173037037,0.033533333,0.255518518,0.034533333,0.312148148,0.043533333,0.368777778,0.015133333,0.431555556
13.75,0.0418,0.095925926,0.045333333,0.177333333,0.0488,0.22837037,0.0604,0.263888889,0.036866667,0.374703704
13.8,0.044666667,0.011074074,0.052066667,0.08,0.058266667,0.122259259,0.070933333,0.133333333,0.054,0.282222222
13.85,0.043,-0.075407407,0.0536,-0.024296296,0.061533333,0.003925926,0.074133333,-0.008074074,0.066,0.165185185
13.9,0.036733333,-0.152444444,0.049466667,-0.124703704,0.058533333,-0.112111111,0.070066667,-0.147703704,0.071333333,0.029481481
13.95,0.027066667,-0.212740741,0.040533333,-0.210444444,0.049866667,-0.216407407,0.058733333,-0.271481481,0.069066667,-0.108814815
14,0.014666667,-0.252407407,0.0276,-0.275148148,0.036,-0.298074074,0.0418,-0.367111111,0.059866667,-0.233518519
14.05,0.0008,-0.266555556,0.011866667,-0.311259259,0.0188,-0.348518519,0.020533333,-0.42537037,0.044733333,-0.333444444
14.1,-0.013066667,-0.253740741,-0.004733333,-0.316777778,-0.000266667,-0.36362963,-0.002533333,-0.439259259,0.025133333,-0.398518519
14.15,-0.025533333,-0.216185185,-0.021066667,-0.29062963,-0.019,-0.342518519,-0.025066667,-0.41037037,0.003266667,-0.423111111
14.2,-0.035666667,-0.155037037,-0.035,-0.23462963,-0.0358,-0.288518519,-0.0452,-0.340555556,-0.018866667,-0.405296296
14.25,-0.041666667,-0.078444444,-0.045466667,-0.155259259,-0.049066667,-0.204518519,-0.060533333,-0.236,-0.038866667,-0.347111111
14.3,-0.043666667,0.003296296,-0.051133333,-0.060740741,-0.057133333,-0.099148148,-0.069666667,-0.109148148,-0.054933333,-0.254666667
14.35,-0.041266667,0.083481481,-0.051666667,0.037814815,-0.059333333,0.015185185,-0.071866667,0.028111111,-0.0654,-0.136037037
14.4,-0.035066667,0.156333333,-0.0472,0.13237037,-0.0554,0.125074074,-0.066733333,0.161851852,-0.069066667,-0.00437037
14.45,-0.025,0.213444444,-0.038,0.214851852,-0.046266667,0.220925926,-0.054933333,0.277333333,-0.065733333,0.125481481
14.5,-0.0128,0.247925926,-0.024733333,0.273555556,-0.032466667,0.295,-0.0378,0.363148148,-0.055933333,0.240777778
14.55,0.000733333,0.258074074,-0.0094,0.302222222,-0.015533333,0.338518519,-0.0172,0.412814815,-0.040733333,0.332074074
14.6,0.014133333,0.240555556,0.0066,0.302,0.002733333,0.348074074,0.005133333,0.421037037,-0.021266667,0.38762963
14.65,0.0258,0.198185185,0.021933333,0.27262963,0.020666667,0.322444444,0.0266,0.386666667,-0.0004,0.403703704
14.7,0.034666667,0.137333333,0.035,0.215407407,0.036333333,0.26337037,0.045333333,0.31362963,0.020666667,0.379925926
14.75,0.04,0.064259259,0.0444,0.135481481,0.048066667,0.177888889,0.059333333,0.207407407,0.0392,0.316777778
14.8,0.041333333,-0.014777778,0.049,0.043444445,0.054733333,0.076518519,0.0668,0.082407407,0.053533333,0.22337037
14.85,0.038533333,-0.093333333,0.048933333,-0.052962963,0.055933333,-0.030703704,0.067733333,-0.047777778,0.062333333,0.109185185
14.9,0.0316,-0.162037037,0.043466667,-0.143222222,0.051533333,-0.134407407,0.061866667,-0.173148148,0.064933333,-0.016222222
14.95,0.0216,-0.212814815,0.033933333,-0.217111111,0.042,-0.225074074,0.049733333,-0.280814815,0.060666667,-0.139962963
15,0.009466667,-0.242037037,0.020866667,-0.26862963,0.028066667,-0.291962963,0.032533333,-0.358074074,0.0502,-0.246333333
15.05,-0.003666667,-0.245407407,0.006,-0.293037037,0.011533333,-0.327666667,0.012466667,-0.398703704,0.035,-0.326703704
15.1,-0.015933333,-0.226074074,-0.0096,-0.288222222,-0.006,-0.330481481,-0.008866667,-0.400259259,0.0162,-0.373592593
15.15,-0.027133333,-0.184962963,-0.024,-0.254111111,-0.0228,-0.300666667,-0.0292,-0.361148148,-0.003866667,-0.382777778
15.2,-0.035333333,-0.122703704,-0.036,-0.195074074,-0.037266667,-0.240888889,-0.0464,-0.286296296,-0.023533333,-0.354814815
15.25,-0.039733333,-0.050740741,-0.044266667,-0.116888889,-0.047866667,-0.156740741,-0.058933333,-0.183481481,-0.0408,-0.29062963
15.3,-0.040666667,0.027222222,-0.048133333,-0.027518519,-0.053533333,-0.057555556,-0.065533333,-0.061703704,-0.0538,-0.196777778
15.35,-0.036933333,0.10262963,-0.047133333,0.064666667,-0.053866667,0.04737037,-0.065266667,0.064592593,-0.061266667,-0.083333333
15.4,-0.029866667,0.165444444,-0.0414,0.149925926,-0.048533333,0.145888889,-0.058733333,0.182851852,-0.062333333,0.035925926
15.45,-0.019733333,0.211592593,-0.031533333,0.219814815,-0.0386,0.227888889,-0.046266667,0.282666667,-0.057466667,0.150111111
15.5,-0.0078,0.235296296,-0.0184,0.265111111,-0.0248,0.286148148,-0.029333333,0.35362963,-0.046733333,0.249037037
15.55,0.004666667,0.236555556,-0.004,0.284111111,-0.008866667,0.316,-0.0094,0.387407407,-0.031533333,0.322148148
15.6,0.0168,0.214,0.011133333,0.274703704,0.008066667,0.314074074,0.011066667,0.380407407,-0.0132,0.362185185
15.65,0.027,0.168666667,0.024666667,0.236333333,0.0238,0.280518519,0.030066667,0.336888889,0.0062,0.364518519
15.7,0.034333333,0.106666667,0.0356,0.176148148,0.037266667,0.218407407,0.046,0.261407407,0.024733333,0.329814815
15.75,0.038066667,0.03462963,0.042933333,0.099185185,0.046533333,0.134148148,0.057266667,0.159666667,0.040466667,0.262555556
15.8,0.0378,-0.038407407,0.046,0.011111111,0.051133333,0.038,0.062666667,0.041074074,0.052,0.169814815
15.85,0.034066667,-0.10737037,0.044066667,-0.077555556,0.050466667,-0.061444444,0.061533333,-0.081407407,0.058133333,0.060259259
15.9,0.026733333,-0.167111111,0.037866667,-0.157111111,0.044733333,-0.154074074,0.054066667,-0.193222222,0.0582,-0.053962963
15.95,0.016666667,-0.20962963,0.027666667,-0.219555556,0.0344,-0.230222222,0.0414,-0.284555556,0.052466667,-0.161518519
16,0.004866667,-0.23,0.015,-0.259148148,0.020666667,-0.280925926,0.024466667,-0.346740741,0.0414,-0.252296296
16.05,-0.007333333,-0.225740741,0.000733333,-0.273037037,0.0052,-0.303407407,0.005266667,-0.372851852,0.026133333,-0.315851852
16.1,-0.018533333,-0.199962963,-0.0134,-0.25937037,-0.010866667,-0.295740741,-0.014333333,-0.361111111,0.008466667,-0.346185185
16.15,-0.028133333,-0.154111111,-0.0262,-0.220407407,-0.0256,-0.258074074,-0.0322,-0.31462963,-0.0098,-0.342740741
16.2,-0.0346,-0.092148148,-0.0364,-0.158148148,-0.0376,-0.196296296,-0.047066667,-0.236555556,-0.027133333,-0.30562963
16.25,-0.037666667,-0.021888889,-0.0426,-0.080814815,-0.045933333,-0.116074074,-0.0568,-0.134925926,-0.041666667,-0.236703704
16.3,-0.036933333,0.051222222,-0.044733333,0.00337037,-0.049866667,-0.021222222,-0.061066667,-0.020444444,-0.051733333,-0.144518519
16.35,-0.0322,0.116592593,-0.042333333,0.088407407,-0.048133333,0.075444444,-0.058933333,0.095925926,-0.0566,-0.039555556
16.4,-0.024733333,0.168814815,-0.035466667,0.163074074,-0.0418,0.160740741,-0.051,0.200851852,-0.0558,0.068296296
16.45,-0.014733333,0.20537037,-0.025333333,0.220407407,-0.0314,0.229185185,-0.038,0.284481481,-0.049533333,0.169518519
16.5,-0.003333333,0.220777778,-0.012466667,0.254074074,-0.018,0.274851852,-0.0214,0.339,-0.038133333,0.252851852
16.55,0.0082,0.214555556,0.001133333,0.261407407,-0.0028,0.29262963,-0.002666667,0.358074074,-0.023133333,0.308814815
16.6,0.018933333,0.187333333,0.0146,0.244518519,0.012466667,0.280296296,0.0158,0.341777778,-0.006,0.333222222
16.65,0.0278,0.139518519,0.0266,0.20262963,0.0264,0.239074074,0.032866667,0.291407407,0.011533333,0.323666667
16.7,0.033466667,0.077333333,0.035666667,0.14062963,0.037333333,0.173888889,0.046133333,0.211518519,0.027666667,0.281592593
16.75,0.035666667,0.010111111,0.0412,0.064851852,0.044333333,0.093851852,0.0548,0.111703704,0.040866667,0.210592593
16.8,0.0346,-0.059037037,0.042466667,-0.018185185,0.047133333,0.004,0.057733333,0.001222222,0.049466667,0.120296296
16.85,0.0296,-0.123037037,0.039266667,-0.098481481,0.0448,-0.086592593,0.054866667,-0.107962963,0.053333333,0.019037037
16.9,0.021533333,-0.170259259,0.032133333,-0.167074074,0.038,-0.166222222,0.046466667,-0.205444444,0.051466667,-0.084037037
16.95,0.011933333,-0.200925926,0.021866667,-0.218259259,0.0274,-0.227259259,0.033466667,-0.28162963,0.044466667,-0.176296296
17,0.0008,-0.213814815,0.0094,-0.246814815,0.014466667,-0.266777778,0.0172,-0.329740741,0.033133333,-0.250518519
17.05,-0.0104,-0.203851852,-0.003733333,-0.251703704,-0.000266667,-0.280814815,-0.0008,-0.344962963,0.0184,-0.299074074
17.1,-0.020466667,-0.172444444,-0.0168,-0.230962963,-0.014933333,-0.263518519,-0.0188,-0.323444444,0.001933333,-0.316074074
17.15,-0.028266667,-0.124740741,-0.0278,-0.18637037,-0.0276,-0.220740741,-0.034466667,-0.269037037,-0.0144,-0.302481481
17.2,-0.0334,-0.065333333,-0.036133333,-0.123888889,-0.037866667,-0.156111111,-0.046666667,-0.189518519,-0.029466667,-0.259333333
17.25,-0.035066667,0.000518519,-0.040666667,-0.049333333,-0.043933333,-0.074592593,-0.054133333,-0.092037037,-0.041466667,-0.18862963
17.3,-0.033333333,0.066074074,-0.041266667,0.029925926,-0.045466667,0.011592593,-0.056266667,0.014814815,-0.049133333,-0.09837037
17.35,-0.0282,0.124888889,-0.037533333,0.105592593,-0.042666667,0.095555556,-0.052533333,0.119,-0.0516,-3.70E-05
17.4,-0.020333333,0.170777778,-0.0302,0.169,-0.0356,0.170703704,-0.043866667,0.21062963,-0.049,0.095703704
17.45,-0.010333333,0.197703704,-0.019933333,0.214962963,-0.024933333,0.228777778,-0.0306,0.280259259,-0.041666667,0.181740741
17.5,0.0002,0.205148148,-0.007866667,0.23962963,-0.011666667,0.261518519,-0.014666667,0.320777778,-0.030133333,0.249740741
17.55,0.010933333,0.193148148,0.004933333,0.241148148,0.002333333,0.266592593,0.0028,0.32837037,-0.0156,0.291
17.6,0.020333333,0.161111111,0.017266667,0.217555555,0.015933333,0.246703704,0.0194,0.304296296,0.0002,0.301666667
17.65,0.027666667,0.113333333,0.0276,0.171444444,0.028066667,0.200962963,0.034466667,0.249407407,0.015733333,0.282444444
17.7,0.032133333,0.053814815,0.035066667,0.108592593,0.036866667,0.134777778,0.0454,0.168592593,0.0296,0.234555556
17.75,0.033266667,-0.011074074,0.038866667,0.035370371,0.041933333,0.057666667,0.051933333,0.072111111,0.040133333,0.163222222
17.8,0.031,-0.074888889,0.038733333,-0.040962963,0.042866667,-0.024925926,0.052866667,-0.031,0.046466667,0.077407407
17.85,0.0254,-0.129703704,0.0346,-0.112777778,0.039333333,-0.104666667,0.048666667,-0.129814815,0.0482,-0.016111111
17.9,0.0174,-0.169555556,0.026933333,-0.171962963,0.031933333,-0.173074074,0.0394,-0.215925926,0.0448,-0.107777778
17.95,0.007866667,-0.193740741,0.016666667,-0.212851852,0.0214,-0.224962963,0.026066667,-0.277666667,0.036866667,-0.186407407
18,-0.002733333,-0.198703704,0.004866667,-0.23337037,0.008466667,-0.252962963,0.010533333,-0.311481481,0.0254,-0.245814815
18.05,-0.012933333,-0.181666667,-0.007666667,-0.229444444,-0.005,-0.253962963,-0.006333333,-0.313851852,0.011333333,-0.280666667
18.1,-0.021533333,-0.147925926,-0.019,-0.202444444,-0.017866667,-0.23062963,-0.022133333,-0.284259259,-0.003866667,-0.285962963
18.15,-0.028266667,-0.1,-0.028666667,-0.156111111,-0.029,-0.183851852,-0.0358,-0.227814815,-0.018466667,-0.261518519
18.2,-0.032,-0.041148148,-0.035266667,-0.093518519,-0.037,-0.118555556,-0.045933333,-0.146888889,-0.031,-0.211925926
18.25,-0.0326,0.022518519,-0.038333333,-0.022592593,-0.041333333,-0.041333333,-0.051,-0.052740741,-0.040466667,-0.141851852
18.3,-0.029533333,0.081925926,-0.037733333,0.052333333,-0.041266667,0.039259259,-0.051333333,0.045222222,-0.045733333,-0.058222222
18.35,-0.024,0.131444444,-0.0328,0.120185185,-0.0372,0.114666667,-0.046333333,0.138962963,-0.046533333,0.031333333
18.4,-0.016,0.169703704,-0.025066667,0.173,-0.029266667,0.177037037,-0.036866667,0.218185185,-0.0424,0.116148148
18.45,-0.0062,0.188481481,-0.014866667,0.209185185,-0.018733333,0.220407407,-0.0236,0.27462963,-0.034466667,0.189185185
18.5,0.0036,0.188444444,-0.003333333,0.224666667,-0.0064,0.242518519,-0.0082,0.301555556,-0.0226,0.241
18.55,0.013266667,0.171481481,0.008466667,0.218296296,0.006533333,0.23962963,0.007733333,0.298518519,-0.0094,0.26837037
18.6,0.021533333,0.135703704,0.0194,0.189444444,0.018466667,0.213555556,0.0228,0.266185185,0.0052,0.270555556
18.65,0.0274,0.086296296,0.0282,0.141037037,0.028733333,0.166148148,0.035466667,0.206518519,0.018866667,0.243444444
18.7,0.030466667,0.028703704,0.034066667,0.078444444,0.035866667,0.100222222,0.044266667,0.126518519,0.030466667,0.192814815
18.75,0.030266667,-0.029777778,0.036333333,0.008555556,0.039066667,0.025814815,0.048533333,0.035518519,0.038933333,0.122333333
18.8,0.027533333,-0.087740741,0.034933333,-0.061481482,0.038466667,-0.049740741,0.047933333,-0.058296296,0.0432,0.039703704
18.85,0.021133333,-0.136592593,0.029866667,-0.123962963,0.033933333,-0.120481481,0.042466667,-0.146,0.043066667,-0.046740741
18.9,0.013133333,-0.168444444,0.022,-0.173074074,0.025933333,-0.178703704,0.032733333,-0.21862963,0.0382,-0.125703704
18.95,0.003666667,-0.184074074,0.011933333,-0.205777778,0.0152,-0.216666667,0.019733333,-0.269185185,0.029933333,-0.190592593
19,-0.006,-0.181148148,0.000533333,-0.216666667,0.0034,-0.232666667,0.004666667,-0.29137037,0.018333333,-0.235407407
19.05,-0.015133333,-0.160777778,-0.0106,-0.205814815,-0.0088,-0.228333333,-0.0106,-0.283703704,0.005466667,-0.256703704
19.1,-0.0228,-0.122962963,-0.020866667,-0.17437037,-0.020533333,-0.198037037,-0.0248,-0.248185185,-0.008266667,-0.254
19.15,-0.027933333,-0.072740741,-0.028733333,-0.125518519,-0.029466667,-0.146777778,-0.0364,-0.187962963,-0.021066667,-0.223888889
19.2,-0.030266667,-0.016962963,-0.033866667,-0.065111111,-0.035666667,-0.082851852,-0.044333333,-0.109333333,-0.031466667,-0.172666667
19.25,-0.029666667,0.039814815,-0.035533333,0.002148148,-0.038066667,-0.011185185,-0.0478,-0.01937037,-0.039066667,-0.103333333
19.3,-0.026133333,0.09262963,-0.0336,0.06837037,-0.0368,0.06062963,-0.046266667,0.071074074,-0.042266667,-0.022888889
19.35,-0.020066667,0.136592593,-0.0284,0.127222222,-0.031733333,0.125814815,-0.0404,0.153888889,-0.041333333,0.057666667
19.4,-0.011933333,0.166851852,-0.0204,0.17362963,-0.023666667,0.177444444,-0.030266667,0.220962963,-0.036266667,0.132
19.45,-0.0026,0.178481481,-0.010266667,0.201259259,-0.013333333,0.212037037,-0.017266667,0.263148148,-0.027466667,0.190518519
19.5,0.0066,0.172555556,0.000533333,0.208518519,-0.0016,0.224962963,-0.002933333,0.27937037,-0.016466667,0.229888889
19.55,0.015266667,0.150481481,0.0114,0.195037037,0.010133333,0.213925926,0.011733333,0.268407407,-0.003666667,0.247777778
19.6,0.022333333,0.112074074,0.020866667,0.161185185,0.020666667,0.181111111,0.025,0.230444444,0.009466667,0.238037037
19.65,0.026933333,0.062407407,0.028133333,0.111851852,0.029,0.129666667,0.035666667,0.169925926,0.021066667,0.204814815
19.7,0.028733333,0.007851852,0.032466667,0.051851852,0.034,0.067888889,0.042666667,0.092407407,0.030733333,0.151518519
19.75,0.027733333,-0.047037037,0.033466667,-0.012296296,0.036066667,-0.000592593,0.045333333,0.004888889,0.0368,0.083592593
19.8,0.023933333,-0.098555556,0.031266667,-0.076333333,0.034,-0.069814815,0.043133333,-0.082148148,0.0394,0.007925926
19.85,0.0174,-0.138740741,0.025533333,-0.132666667,0.028733333,-0.130703704,0.036666667,-0.158740741,0.037666667,-0.069
19.9,0.009466667,-0.164259259,0.017333333,-0.173259259,0.0204,-0.178259259,0.0266,-0.218740741,0.032133333,-0.137074074
19.95,0.000333333,-0.173296296,0.007533333,-0.196518519,0.010133333,-0.206555556,0.014,-0.257888889,0.023333333,-0.189851852
20,-0.0086,-0.164037037,-0.003133333,-0.19937037,-0.001066667,-0.214148148,-0.000266667,-0.270259259,0.012333333,-0.222481481
20.05,-0.016733333,-0.138333333,-0.0132,-0.182333333,-0.0122,-0.199148148,-0.0142,-0.253925926,0.000266667,-0.233925926
20.1,-0.023,-0.098518519,-0.022066667,-0.147592593,-0.0218,-0.164,-0.026666667,-0.212185185,-0.011933333,-0.222814815
20.15,-0.026866667,-0.050888889,-0.028533333,-0.098407408,-0.029133333,-0.114518519,-0.0362,-0.15037037,-0.023,-0.187888889
20.2,-0.028333333,0.002259259,-0.032266667,-0.04,-0.033666667,-0.054444444,-0.042266667,-0.074481481,-0.031533333,-0.133111111
20.25,-0.0266,0.054481481,-0.032733333,0.023074074,-0.034866667,0.012111111,-0.043933333,0.008444444,-0.036733333,-0.066740741
20.3,-0.0226,0.100185185,-0.029866667,0.083592593,-0.0324,0.077407407,-0.041333333,0.089518519,-0.038466667,0.006037037
20.35,-0.016266667,0.137259259,-0.024,0.135037037,-0.0268,0.134555556,-0.034666667,0.162111111,-0.036133333,0.078296296
20.4,-0.008333333,0.160555556,-0.015733333,0.171259259,-0.0184,0.177814815,-0.024466667,0.218148148,-0.030266667,0.141555556
20.45,0.000466667,0.167037037,-0.006266667,0.191222222,-0.0082,0.201259259,-0.011866667,0.250407407,-0.021333333,0.189037037
20.5,0.009133333,0.155074074,0.0042,0.191148148,0.002533333,0.204185185,0.001533333,0.257962963,-0.0106,0.217185185
20.55,0.0166,0.12737037,0.013733333,0.170111111,0.013,0.187,0.014933333,0.24,0.001266667,0.223185185
