time,15cm,15cm_vel,20cm,20cm_vel,25cm,25cm_vel,30cm,30cm_vel,35cm,35cm_vel
20.6,0.022266667,0.088925926,0.021733333,0.13462963,0.022066667,0.149777778,0.0266,0.196296296,0.0126,0.206777778
20.65,0.025866667,0.041407407,0.027666667,0.086777778,0.028533333,0.098444444,0.035266667,0.134222222,0.0228,0.169148148
20.7,0.026533333,-0.009518519,0.030866667,0.028666667,0.0322,0.039,0.040533333,0.059185185,0.030266667,0.113444444
20.75,0.024933333,-0.060259259,0.030666667,-0.032666667,0.0326,-0.02437037,0.041466667,-0.022259259,0.034466667,0.048740741
20.8,0.020266667,-0.104814815,0.0274,-0.089666667,0.029733333,-0.086111111,0.038133333,-0.099888889,0.035266667,-0.019481481
20.85,0.013866667,-0.136,0.021333333,-0.137259259,0.0236,-0.138296296,0.031066667,-0.167,0.032466667,-0.085851852
20.9,0.0062,-0.154703704,0.013133333,-0.170888889,0.0152,-0.174074074,0.020733333,-0.216518519,0.026333333,-0.143407407
20.95,-0.0022,-0.158111111,0.003466667,-0.18562963,0.005533333,-0.192703704,0.008466667,-0.242814815,0.017533333,-0.186185185
21,-0.010266667,-0.145518519,-0.0062,-0.181222222,-0.004733333,-0.193555556,-0.004466667,-0.245555556,0.006933333,-0.20937037
21.05,-0.017333333,-0.118333333,-0.015333333,-0.159444445,-0.014733333,-0.172814815,-0.017066667,-0.223740741,-0.004266667,-0.210962963
21.1,-0.022533333,-0.079962963,-0.022733333,-0.12262963,-0.022733333,-0.13437037,-0.027733333,-0.179592593,-0.015066667,-0.190296296
21.15,-0.025666667,-0.033444444,-0.028066667,-0.074,-0.0286,-0.084296296,-0.035733333,-0.117666667,-0.024,-0.151444444
21.2,-0.026,0.016185185,-0.030466667,-0.01737037,-0.031466667,-0.026555556,-0.04,-0.043444444,-0.0308,-0.097814815
21.25,-0.023933333,0.06337037,-0.029866667,0.040703704,-0.031333333,0.033185185,-0.0402,0.034,-0.0342,-0.034074074
21.3,-0.019466667,0.105,-0.0262,0.094185185,-0.028066667,0.090407407,-0.036466667,0.107777778,-0.034266667,0.03162963
21.35,-0.013,0.135703704,-0.02,0.137,-0.021933333,0.138518519,-0.028866667,0.168518519,-0.030933333,0.094222222
21.4,-0.005266667,0.151333333,-0.012066667,0.167666667,-0.0136,0.171592593,-0.018933333,0.212074074,-0.0244,0.146
21.45,0.002733333,0.151814815,-0.002533333,0.180888889,-0.004066667,0.186851852,-0.006933333,0.236185185,-0.015666667,0.181740741
21.5,0.010466667,0.137925926,0.006933333,0.172962963,0.005866667,0.182703704,0.005733333,0.234851852,-0.0056,0.200592593
21.55,0.017066667,0.110333333,0.015333333,0.149481481,0.014933333,0.160148148,0.017533333,0.209333333,0.0052,0.199074074
21.6,0.022,0.070814815,0.0224,0.112296296,0.022466667,0.122481481,0.027466667,0.163259259,0.015266667,0.175037037
21.65,0.024466667,0.023703704,0.027133333,0.062111111,0.027733333,0.071666667,0.034466667,0.101740741,0.023333333,0.134555556
21.7,0.024333333,-0.02337037,0.0288,0.006777778,0.029866667,0.01462963,0.038066667,0.029925926,0.029133333,0.082555556
21.75,0.022,-0.067407407,0.0278,-0.04862963,0.0292,-0.042925926,0.037533333,-0.044074074,0.032,0.021259259
21.8,0.017333333,-0.104703704,0.023733333,-0.098814815,0.025466667,-0.096962963,0.033466667,-0.113296296,0.0314,-0.042888889
21.85,0.0112,-0.132888889,0.017533333,-0.139037037,0.019066667,-0.140185185,0.0258,-0.171703704,0.0274,-0.100259259
21.9,0.003466667,-0.146888889,0.009266667,-0.165037037,0.0108,-0.167777778,0.015533333,-0.211444444,0.020933333,-0.146555556
21.95,-0.0042,-0.144148148,0.000266667,-0.172592593,0.0016,-0.178037037,0.003733333,-0.228555556,0.012133333,-0.177481481
22,-0.011466667,-0.127888889,-0.008666667,-0.163,-0.007666667,-0.171185185,-0.0082,-0.223111111,0.002466667,-0.19037037
22.05,-0.0174,-0.100444444,-0.016666667,-0.137518519,-0.0162,-0.147296296,-0.019466667,-0.195259259,-0.0076,-0.185148148
22.1,-0.021933333,-0.062814815,-0.022933333,-0.099037037,-0.023,-0.108407407,-0.028533333,-0.147407407,-0.016866667,-0.160074074
22.15,-0.024,-0.017925926,-0.026866667,-0.052333333,-0.027466667,-0.058814815,-0.0348,-0.084888889,-0.024266667,-0.118925926
22.2,-0.023733333,0.027703704,-0.028466667,0.000962963,-0.029133333,-0.003185185,-0.037333333,-0.014518519,-0.029133333,-0.067481481
22.25,-0.021066667,0.069703704,-0.0268,0.054703704,-0.027733333,0.051481481,-0.0362,0.055185185,-0.0312,-0.010777778
22.3,-0.016533333,0.105407407,-0.022666667,0.101222222,-0.023733333,0.1,-0.0316,0.119222222,-0.0304,0.049259259
22.35,-0.010133333,0.130925926,-0.016333333,0.138444444,-0.017333333,0.138296296,-0.0238,0.171148148,-0.026066667,0.104074074
22.4,-0.002866667,0.142407407,-0.008266667,0.161518518,-0.009333333,0.162481481,-0.0138,0.205851852,-0.019466667,0.146518519
22.45,0.004733333,0.138481481,0.000533333,0.167074074,-0.000466667,0.170740741,-0.0024,0.219888889,-0.0108,0.173555556
22.5,0.011533333,0.12062963,0.009133333,0.155333333,0.0084,0.162037037,0.009133333,0.210703704,-0.0014,0.182592593
22.55,0.017266667,0.090962963,0.016733333,0.127296296,0.016533333,0.134740741,0.019533333,0.179888889,0.008133333,0.174148148
22.6,0.020933333,0.053333333,0.022266667,0.088333333,0.0224,0.094074074,0.0278,0.131740741,0.0168,0.146740741
22.65,0.0228,0.010703704,0.025866667,0.041666667,0.026133333,0.047037037,0.033266667,0.070111111,0.0234,0.104592593
22.7,0.022066667,-0.033296296,0.026666667,-0.010074074,0.0274,-0.006222222,0.035,0.003148148,0.0276,0.053222222
22.75,0.019333333,-0.073777778,0.024733333,-0.059481481,0.025466667,-0.05837037,0.033533333,-0.062925926,0.028933333,-0.003222222
22.8,0.0144,-0.106962963,0.020533333,-0.103666667,0.021266667,-0.10362963,0.028533333,-0.123851852,0.027266667,-0.059148148
22.85,0.008133333,-0.127962963,0.014,-0.138074074,0.014733333,-0.138888889,0.0206,-0.171407407,0.022733333,-0.108222222
22.9,0.001133333,-0.136814815,0.006,-0.155740741,0.006733333,-0.158481481,0.010733333,-0.202074074,0.016,-0.145888889
22.95,-0.006133333,-0.131259259,-0.002133333,-0.158703704,-0.0018,-0.161296296,-0.000466667,-0.211407407,0.007533333,-0.168111111
23,-0.012466667,-0.113296296,-0.010466667,-0.146333333,-0.01,-0.14862963,-0.011333333,-0.198111111,-0.0016,-0.171518519
23.05,-0.017933333,-0.083777778,-0.0174,-0.118592593,-0.0172,-0.122111111,-0.021,-0.166,-0.010266667,-0.158407407
23.1,-0.021266667,-0.044518519,-0.022733333,-0.079962963,-0.022666667,-0.084037037,-0.0286,-0.117259259,-0.017933333,-0.131740741
23.15,-0.0224,-0.003481481,-0.0258,-0.032037037,-0.026,-0.036555556,-0.0332,-0.056851852,-0.024,-0.091444444
23.2,-0.021666667,0.038481481,-0.026066667,0.018962963,-0.026466667,0.01462963,-0.034466667,0.008296296,-0.027533333,-0.040703704
23.25,-0.018466667,0.077407407,-0.023666667,0.065296296,-0.024466667,0.064074074,-0.032333333,0.072444444,-0.0282,0.013592593
23.3,-0.013533333,0.107222222,-0.019333333,0.105814815,-0.0198,0.106740741,-0.026866667,0.128074074,-0.026,0.064481481
23.35,-0.007266667,0.125407407,-0.012666667,0.135703704,-0.013266667,0.136703704,-0.019066667,0.171481481,-0.021533333,0.109296296
23.4,-0.000533333,0.131518519,-0.0052,0.151592593,-0.005533333,0.152111111,-0.009,0.197037037,-0.014666667,0.143518519
23.45,0.0064,0.12462963,0.003066667,0.152703704,0.002533333,0.152444444,0.001533333,0.201037037,-0.006533333,0.161962963
23.5,0.012466667,0.104592593,0.0108,0.136481481,0.0102,0.139518519,0.0118,0.186444444,0.0022,0.163666667
23.55,0.017266667,0.074259259,0.0172,0.107666667,0.017133333,0.111185185,0.020933333,0.152851852,0.010533333,0.148074074
23.6,0.0202,0.036333333,0.021933333,0.069111111,0.0218,0.071148148,0.0278,0.102518519,0.017533333,0.118777778
23.65,0.021,-0.004333333,0.0244,0.023592593,0.024466667,0.025037037,0.031533333,0.043,0.022866667,0.077888889
23.7,0.019733333,-0.044148148,0.0244,-0.024481481,0.0244,-0.023407407,0.032133333,-0.018444444,0.025666667,0.028740741
23.75,0.0164,-0.079296296,0.021866667,-0.070222222,0.022,-0.068703704,0.029666667,-0.078592593,0.025866667,-0.023333333
23.8,0.011466667,-0.106111111,0.017066667,-0.108259259,0.017266667,-0.107148148,0.024,-0.131407407,0.0232,-0.072259259
23.85,0.0054,-0.122777778,0.010533333,-0.134111111,0.0108,-0.133703704,0.015933333,-0.169888889,0.018266667,-0.112333333
23.9,-0.001333333,-0.126518519,0.003133333,-0.146555556,0.003333333,-0.146333333,0.006333333,-0.191148148,0.011533333,-0.141074074
23.95,-0.0078,-0.116851852,-0.004666667,-0.144925926,-0.0044,-0.144518519,-0.004,-0.192222222,0.0036,-0.155518519
24,-0.013466667,-0.095814815,-0.012,-0.127888889,-0.011666667,-0.128703704,-0.013666667,-0.173814815,-0.004733333,-0.152851852
24.05,-0.017733333,-0.06562963,-0.017933333,-0.098481481,-0.0178,-0.099777778,-0.022,-0.139148148,-0.012266667,-0.135296296
24.1,-0.020266667,-0.02937037,-0.0222,-0.059925926,-0.022066667,-0.060481481,-0.0282,-0.089666667,-0.018733333,-0.105296296
24.15,-0.020866667,0.011074074,-0.024266667,-0.013888889,-0.024066667,-0.015481481,-0.031333333,-0.031185185,-0.023266667,-0.064111111
24.2,-0.019066667,0.049444444,-0.023533333,0.031666667,-0.023666667,0.030740741,-0.031333333,0.028592593,-0.0254,-0.016740741
24.25,-0.015666667,0.081814815,-0.020933333,0.073333333,-0.020866667,0.073666667,-0.0284,0.085814815,-0.024933333,0.031037037
24.3,-0.010533333,0.10537037,-0.016,0.108925926,-0.015933333,0.107740741,-0.0224,0.134074074,-0.022133333,0.074851852
24.35,-0.004733333,0.118777778,-0.009533333,0.132296296,-0.009666667,0.130888889,-0.014333333,0.166851852,-0.0172,0.111888889
24.4,0.0018,0.120592593,-0.0022,0.141666667,-0.002266667,0.140037037,-0.005133333,0.184111111,-0.010466667,0.137111111
24.45,0.0078,0.110333333,0.0052,0.136814815,0.004866667,0.13562963,0.0048,0.182962963,-0.002933333,0.148333333
24.5,0.013333333,0.087925926,0.012,0.118703704,0.011733333,0.119222222,0.014,0.161814815,0.005,0.143851852
24.55,0.017,0.055888889,0.017466667,0.090037037,0.0174,0.08862963,0.0216,0.124888889,0.012066667,0.124111111
24.6,0.019066667,0.01962963,0.021466667,0.050740741,0.021,0.048444444,0.026933333,0.07637037,0.017866667,0.092703704
24.65,0.018933333,-0.016703704,0.022733333,0.006333333,0.022333333,0.005185185,0.029533333,0.020592593,0.021733333,0.051666667
24.7,0.0174,-0.05237037,0.022066667,-0.037703704,0.021466667,-0.037074074,0.029066667,-0.036925926,0.023133333,0.007481481
24.75,0.013533333,-0.083518519,0.018933333,-0.079666667,0.018466667,-0.075259259,0.025666667,-0.090259259,0.022533333,-0.037703704
24.8,0.008666667,-0.10537037,0.0136,-0.110444444,0.013666667,-0.106333333,0.019666667,-0.134185185,0.0192,-0.078851852
24.85,0.002533333,-0.115851852,0.0074,-0.129259259,0.007466667,-0.127592593,0.011733333,-0.164777778,0.014333333,-0.111925926
24.9,-0.003466667,-0.113185185,0.000266667,-0.136592593,0.000333333,-0.134851852,0.002466667,-0.177666667,0.0076,-0.134259259
24.95,-0.009133333,-0.100925926,-0.006866667,-0.129259259,-0.006666667,-0.126740741,-0.0068,-0.171740741,0.0002,-0.140111111
25,-0.013933333,-0.079037037,-0.0132,-0.108703704,-0.0128,-0.10662963,-0.015333333,-0.149592593,-0.006933333,-0.132444444
25.05,-0.0174,-0.048666667,-0.018133333,-0.077888889,-0.017666667,-0.077259259,-0.022333333,-0.112851852,-0.013533333,-0.112037037
25.1,-0.019,-0.013296296,-0.021266667,-0.040037037,-0.020866667,-0.039814815,-0.027066667,-0.065037037,-0.0186,-0.080444444
25.15,-0.018733333,0.022481481,-0.022266667,0.001222222,-0.021866667,0.002444444,-0.029133333,-0.010185185,-0.021866667,-0.041481481
25.2,-0.016666667,0.056037037,-0.021133333,0.042296296,-0.020533333,0.043111111,-0.028066667,0.044740741,-0.022866667,0.000777778
25.25,-0.012866667,0.083333333,-0.017933333,0.080111111,-0.017333333,0.078444444,-0.024466667,0.09462963,-0.0218,0.043148148
25.3,-0.008066667,0.103259259,-0.0128,0.109777778,-0.0124,0.106111111,-0.018266667,0.135555556,-0.0184,0.081518519
25.35,-0.002133333,0.112777778,-0.0064,0.126296296,-0.006266667,0.122518519,-0.0102,0.160074074,-0.013333333,0.111666667
25.4,0.0038,0.10862963,0.000333333,0.130037037,0.000333333,0.126666667,-0.001733333,0.170259259,-0.006733333,0.129555556
25.45,0.009133333,0.094148148,0.007133333,0.120518519,0.006933333,0.117555556,0.007466667,0.163962963,0.000266667,0.132111111
25.5,0.013533333,0.071148148,0.0128,0.100148148,0.0126,0.096111111,0.015466667,0.138851852,0.006933333,0.122518519
25.55,0.016466667,0.042111111,0.017533333,0.069962963,0.016866667,0.066111111,0.0218,0.101518519,0.013,0.100814815
25.6,0.018,0.007481481,0.020133333,0.031888889,0.0194,0.030777778,0.026066667,0.053296296,0.0174,0.069481481
25.65,0.017333333,-0.029222222,0.020866667,-0.00962963,0.020133333,-0.008518519,0.027333333,-0.000148148,0.0202,0.031740741
25.7,0.0148,-0.060407407,0.019066667,-0.049037037,0.018533333,-0.047222222,0.026,-0.052555556,0.020733333,-0.009703704
25.75,0.011,-0.08437037,0.015733333,-0.082592593,0.015133333,-0.079814815,0.022,-0.101555556,0.019133333,-0.049111111
25.8,0.006133333,-0.10137037,0.010466667,-0.10762963,0.010266667,-0.104666667,0.0152,-0.136296296,0.015666667,-0.084148148
25.85,0.000333333,-0.106222222,0.004466667,-0.120740741,0.004266667,-0.119,0.0078,-0.156777778,0.010333333,-0.10962963
25.9,-0.004866667,-0.101296296,-0.001933333,-0.124296296,-0.002266667,-0.118814815,-0.000933333,-0.164074074,0.0042,-0.122925926
25.95,-0.010133333,-0.087259259,-0.008466667,-0.115185185,-0.008066667,-0.107037037,-0.0094,-0.152777778,-0.002466667,-0.123518519
26,-0.014,-0.063703704,-0.014066667,-0.091962963,-0.013266667,-0.086703704,-0.0168,-0.126555556,-0.0086,-0.112444444
26.05,-0.016733333,-0.034185185,-0.018,-0.059851852,-0.017133333,-0.057037037,-0.022533333,-0.088,-0.014133333,-0.090666667
26.1,-0.017533333,-0.001444444,-0.020266667,-0.022222222,-0.0192,-0.021814815,-0.026,-0.04,-0.018066667,-0.059222222
26.15,-0.016933333,0.032037037,-0.020266667,0.016666667,-0.0194,0.015592593,-0.0266,0.010333333,-0.020266667,-0.022259259
26.2,-0.0142,0.062296296,-0.018466667,0.052592593,-0.017533333,0.050555556,-0.024933333,0.059703704,-0.0204,0.017185185
26.25,-0.010333333,0.084259259,-0.014866667,0.084259259,-0.014133333,0.080259259,-0.0204,0.102962963,-0.018466667,0.054444444
26.3,-0.005533333,0.099111111,-0.009666667,0.106851852,-0.0092,0.101962963,-0.0142,0.13537037,-0.014666667,0.084962963
26.35,0,0.103333333,-0.003733333,0.118444444,-0.003533333,0.113333333,-0.006266667,0.153185185,-0.0096,0.106185185
26.4,0.005333333,0.095259259,0.0026,0.118777778,0.002666667,0.111962963,0.001733333,0.155444444,-0.003666667,0.117259259
26.45,0.009866667,0.07837037,0.008666667,0.10637037,0.008133333,0.098962963,0.009866667,0.142666667,0.002666667,0.115518519
26.5,0.0134,0.055037037,0.013733333,0.082222222,0.012866667,0.077555556,0.0166,0.115037037,0.008333333,0.102407407
26.55,0.015533333,0.02737037,0.017133333,0.051185185,0.0162,0.048518519,0.0218,0.076444444,0.0132,0.080925926
26.6,0.016333333,-0.00437037,0.019,0.015962963,0.017933333,0.01437037,0.0246,0.029444444,0.016866667,0.049518519
26.65,0.015066667,-0.035481481,0.018866667,-0.021814815,0.017666667,-0.020777778,0.0248,-0.01937037,0.018333333,0.01337037
26.7,0.0126,-0.062333333,0.016733333,-0.057296296,0.0158,-0.054111111,0.022533333,-0.065222222,0.0182,-0.023148148
26.75,0.0086,-0.083111111,0.0128,-0.085259259,0.012,-0.081222222,0.018066667,-0.105074074,0.016,-0.058333333
26.8,0.003933333,-0.094962963,0.007866667,-0.104481482,0.007266667,-0.098666667,0.011533333,-0.133148148,0.012,-0.085222222
26.85,-0.001266667,-0.097481481,0.002,-0.114185185,0.0018,-0.107148148,0.0042,-0.147518519,0.007133333,-0.103407407
26.9,-0.006266667,-0.089111111,-0.004066667,-0.111592593,-0.003866667,-0.104888889,-0.003733333,-0.148259259,0.001266667,-0.111333333
26.95,-0.010466667,-0.072962963,-0.0096,-0.097925926,-0.009133333,-0.091666667,-0.011266667,-0.133296296,-0.004466667,-0.107740741
27,-0.013866667,-0.049259259,-0.0142,-0.075185185,-0.013466667,-0.068222222,-0.0176,-0.104888889,-0.009933333,-0.09337037
27.05,-0.0156,-0.02062963,-0.017466667,-0.044185185,-0.0162,-0.038444444,-0.0222,-0.065518519,-0.0142,-0.069259259
27.1,-0.016,0.009814815,-0.0188,-0.00862963,-0.017333333,-0.007111111,-0.0244,-0.020037037,-0.017133333,-0.038444444
27.15,-0.014533333,0.038518519,-0.018333333,0.027222222,-0.017,0.025703704,-0.0242,0.025888889,-0.018133333,-0.004814815
27.2,-0.012,0.06337037,-0.016,0.06062963,-0.014666667,0.056,-0.021666667,0.068444444,-0.0176,0.028592593
27.25,-0.008,0.082703704,-0.011933333,0.086259259,-0.011133333,0.079962963,-0.017133333,0.104851852,-0.015266667,0.060703704
27.3,-0.003333333,0.092555556,-0.007,0.102666667,-0.0064,0.096444444,-0.0108,0.131296296,-0.0112,0.085148148
27.35,0.001666667,0.092444444,-0.001333333,0.11,-0.001,0.101481481,-0.0034,0.143222222,-0.006333333,0.099740741
27.4,0.006266667,0.083185185,0.004466667,0.105888889,0.0042,0.095555556,0.004133333,0.14,-0.000866667,0.104740741
27.45,0.010266667,0.06637037,0.009666667,0.091222222,0.0088,0.082148148,0.011133333,0.123,0.004533333,0.099592593
27.5,0.0132,0.042444444,0.014,0.066629629,0.0128,0.059777778,0.016933333,0.093666667,0.009533333,0.083851852
27.55,0.014733333,0.013518519,0.016666667,0.03437037,0.015066667,0.030814815,0.020866667,0.055296296,0.013266667,0.059444444
27.6,0.014533333,-0.015518519,0.0174,0.001592593,0.015866667,0.001,0.0226,0.012814815,0.015666667,0.029814815
27.65,0.013066667,-0.042037037,0.0168,-0.030740741,0.0152,-0.029444444,0.0222,-0.030888889,0.0164,-0.003259259
27.7,0.0102,-0.064777778,0.014333333,-0.062,0.012866667,-0.057740741,0.019466667,-0.072666667,0.015333333,-0.035814815
27.75,0.006333333,-0.081074074,0.010333333,-0.08662963,0.0092,-0.080259259,0.0146,-0.106481481,0.0126,-0.06337037
27.8,0.001733333,-0.08862963,0.005266667,-0.101555556,0.0044,-0.092592593,0.008333333,-0.128518519,0.008666667,-0.083148148
27.85,-0.002866667,-0.087481481,-0.000333333,-0.104407408,-0.000466667,-0.094925926,0.001266667,-0.137851852,0.004,-0.095185185
27.9,-0.0074,-0.077074074,-0.005533333,-0.097703704,-0.0054,-0.088851852,-0.006066667,-0.132111111,-0.0012,-0.098111111
27.95,-0.010866667,-0.059111111,-0.0104,-0.082814815,-0.009666667,-0.074555556,-0.012533333,-0.112148148,-0.006266667,-0.090222222
28,-0.013466667,-0.036555556,-0.0142,-0.058888889,-0.0132,-0.052074074,-0.017666667,-0.082185185,-0.0106,-0.073037037
28.05,-0.0148,-0.008222222,-0.016533333,-0.029,-0.015133333,-0.023555556,-0.021,-0.045518519,-0.0138,-0.049592593
28.1,-0.014266667,0.019851852,-0.0172,0.003592593,-0.0156,0.006481481,-0.022333333,-0.005592593,-0.015733333,-0.02162963
28.15,-0.012666667,0.044703704,-0.016133333,0.035333333,-0.0144,0.034703704,-0.021666667,0.036296296,-0.016066667,0.008666667
28.2,-0.0096,0.064555556,-0.013533333,0.063481481,-0.012,0.059296296,-0.0186,0.075148148,-0.014866667,0.038666667
28.25,-0.005933333,0.077666667,-0.009533333,0.085148148,-0.0082,0.077333333,-0.0138,0.105592593,-0.012,0.063888889
28.3,-0.0016,0.084259259,-0.0046,0.096925926,-0.003933333,0.087222222,-0.007533333,0.123925926,-0.0082,0.082074074
28.35,0.0028,0.082851852,0.000533333,0.099111111,0.0008,0.089444444,-0.000933333,0.130037037,-0.0034,0.090814815
28.4,0.007133333,0.07137037,0.005666667,0.091962963,0.0054,0.082185185,0.005933333,0.124074074,0.001266667,0.090037037
28.45,0.0102,0.052962963,0.010133333,0.075074074,0.0094,0.065814815,0.012,0.105148148,0.005866667,0.081814815
28.5,0.012533333,0.030925926,0.013466667,0.050888889,0.0122,0.043518519,0.016866667,0.075740741,0.0098,0.064888889
28.55,0.013533333,0.004074074,0.0154,0.022074074,0.013933333,0.016814815,0.019933333,0.037851852,0.012666667,0.040703704
28.6,0.012933333,-0.02262963,0.015733333,-0.008407407,0.013933333,-0.011148148,0.020733333,-0.002703704,0.014066667,0.011888889
28.65,0.011066667,-0.045296296,0.014533333,-0.038111111,0.012733333,-0.037148148,0.0196,-0.041925926,0.0138,-0.016222222
28.7,0.008266667,-0.064,0.0118,-0.06437037,0.010066667,-0.059296296,0.016466667,-0.078259259,0.012333333,-0.041666667
28.75,0.004466667,-0.077111111,0.0078,-0.083444444,0.006533333,-0.074814815,0.011333333,-0.10462963,0.009466667,-0.062703704
28.8,0.0002,-0.081777778,0.003066667,-0.093185185,0.002333333,-0.083555556,0.0056,-0.12062963,0.0058,-0.077185185
28.85,-0.004066667,-0.077703704,-0.001866667,-0.093888889,-0.0022,-0.083111111,-0.001133333,-0.12562963,0.001466667,-0.084333333
28.9,-0.007866667,-0.065925926,-0.006666667,-0.085703704,-0.006333333,-0.073851852,-0.0076,-0.115851852,-0.003,-0.08262963
28.95,-0.010933333,-0.047444444,-0.0108,-0.068666667,-0.009866667,-0.05737037,-0.013133333,-0.095259259,-0.007133333,-0.072518519
29,-0.0128,-0.024259259,-0.0138,-0.044888889,-0.012333333,-0.034777778,-0.017466667,-0.065740741,-0.010466667,-0.056444444
29.05,-0.0134,0.00037037,-0.015466667,-0.016555556,-0.0134,-0.010148148,-0.02,-0.029222222,-0.013066667,-0.033740741
29.1,-0.0128,0.025481481,-0.015533333,0.013481482,-0.013333333,0.014518519,-0.020466667,0.009407407,-0.013933333,-0.008185185
29.15,-0.010733333,0.047666667,-0.014066667,0.042185185,-0.012,0.03937037,-0.019066667,0.047777778,-0.013933333,0.018481481
29.2,-0.0078,0.064259259,-0.011066667,0.065259259,-0.0092,0.05962963,-0.0154,0.07962963,-0.012133333,0.045148148
29.25,-0.004066667,0.074555556,-0.007333333,0.082407407,-0.005733333,0.07262963,-0.0108,0.103592593,-0.009066667,0.064296296
29.3,0,0.076518519,-0.002466667,0.090777778,-0.001666667,0.078444444,-0.004666667,0.11762963,-0.0054,0.076
29.35,0.003866667,0.071222222,0.0022,0.088592593,0.002533333,0.074592593,0.001533333,0.118111111,-0.0012,0.080259259
29.4,0.0074,0.059,0.0066,0.079814815,0.006,0.064814815,0.0076,0.107074074,0.003,0.075703704
29.45,0.01,0.040962963,0.010533333,0.06237037,0.0092,0.049814815,0.012666667,0.085222222,0.006666667,0.063740741
29.5,0.0116,0.019814815,0.0132,0.037,0.011266667,0.028555556,0.0164,0.056,0.009533333,0.046962963
29.55,0.012133333,-0.004481481,0.014333333,0.008666667,0.012133333,0.005111111,0.018533333,0.020518519,0.0116,0.024777778
29.6,0.011133333,-0.028222222,0.014,-0.018851852,0.0118,-0.019037037,0.018533333,-0.016814815,0.012133333,4.00E-15
29.65,0.009133333,-0.048037037,0.0124,-0.04462963,0.010133333,-0.040814815,0.016733333,-0.051444444,0.011533333,-0.023703704
29.7,0.006133333,-0.062851852,0.0094,-0.066333333,0.0076,-0.059037037,0.013133333,-0.079925926,0.0096,-0.043888889
29.75,0.0026,-0.071259259,0.0054,-0.079777778,0.003933333,-0.070185185,0.0084,-0.099888889,0.007066667,-0.061148148
29.8,-0.001266667,-0.072666667,0.001066667,-0.08462963,0.0002,-0.072407407,0.0028,-0.110777778,0.003266667,-0.07262963
29.85,-0.005,-0.066037037,-0.003266667,-0.083037037,-0.003533333,-0.06837037,-0.003133333,-0.110407407,-0.0006,-0.074740741
29.9,-0.008133333,-0.052777778,-0.0076,-0.072666667,-0.006933333,-0.057148148,-0.008666667,-0.099185185,-0.004533333,-0.068814815
29.95,-0.010466667,-0.034703704,-0.010933333,-0.053333333,-0.0094,-0.04162963,-0.013466667,-0.077703704,-0.0078,-0.055185185
30,-0.011733333,-0.013444444,-0.013066667,-0.029888889,-0.011266667,-0.021888889,-0.0168,-0.047592593,-0.010133333,-0.038444444
30.05,-0.0118,0.008037037,-0.014,-0.004296296,-0.011733333,0.000851852,-0.018333333,-0.014037037,-0.0118,-0.017888889
30.1,-0.010933333,0.029259259,-0.013533333,0.021925926,-0.011133333,0.022666667,-0.018266667,0.021,-0.012066667,0.005407407
30.15,-0.0088,0.048296296,-0.011666667,0.045111111,-0.009333333,0.041481481,-0.0162,0.054592593,-0.0112,0.027555556
30.2,-0.005866667,0.061740741,-0.008933333,0.065037037,-0.0068,0.055592593,-0.012533333,0.08162963,-0.009133333,0.045888889
30.25,-0.0024,0.069222222,-0.004866667,0.077740741,-0.0036,0.064888889,-0.007666667,0.099518519,-0.006466667,0.06
30.3,0.0014,0.068518519,-0.000666667,0.079740741,0,0.066777778,-0.002133333,0.106481481,-0.002933333,0.068555556
30.35,0.004733333,0.060777778,0.003266667,0.076296296,0.003333333,0.062222222,0.0034,0.102925926,0.0008,0.068037037
30.4,0.007666667,0.047777778,0.0072,0.066296296,0.006466667,0.05137037,0.008466667,0.090814815,0.004133333,0.060777778
30.45,0.009733333,0.029555556,0.010266667,0.048148148,0.008666667,0.035481481,0.012866667,0.069296296,0.007,0.049296296
30.5,0.010733333,0.008592593,0.0122,0.025222222,0.0102,0.015407407,0.015733333,0.039851852,0.009333333,0.031777778
30.55,0.0106,-0.012666667,0.012866667,-6.67E-11,0.010266667,-0.006111111,0.017,0.006592593,0.010333333,0.010555556
30.6,0.0094,-0.032259259,0.0122,-0.025037037,0.009466667,-0.025296296,0.0164,-0.026888889,0.0104,-0.011222222
30.65,0.0072,-0.047925926,0.010266667,-0.047518518,0.007666667,-0.042259259,0.014133333,-0.056333333,0.0092,-0.032111111
30.7,0.004466667,-0.059592593,0.0072,-0.064296296,0.005066667,-0.05462963,0.010533333,-0.079851852,0.006933333,-0.047407407
30.75,0.001066667,-0.066259259,0.0036,-0.074777778,0.001933333,-0.060666667,0.005866667,-0.095851852,0.0042,-0.056740741
30.8,-0.002533333,-0.064518519,-0.000533333,-0.07837037,-0.001266667,-0.060148148,0.000533333,-0.101888889,0.001133333,-0.062
30.85,-0.005666667,-0.055925926,-0.004666667,-0.072111111,-0.004266667,-0.054555556,-0.004733333,-0.097592593,-0.0022,-0.061814815
30.9,-0.008266667,-0.042814815,-0.008,-0.059222222,-0.006933333,-0.043592593,-0.009533333,-0.084740741,-0.005333333,-0.054777778
30.95,-0.010133333,-0.025259259,-0.0108,-0.040814815,-0.0088,-0.028333333,-0.013666667,-0.061333333,-0.008,-0.040555556
31,-0.011,-0.003555556,-0.0122,-0.019185185,-0.009933333,-0.009481481,-0.015933333,-0.03137037,-0.009533333,-0.02262963
