time,position,velocity,acceleration
0,0.143533333,-0.290592593,-1.996633745
0.05,0.131933333,-0.378296296,-2.264199588
0.1,0.111666667,-0.507311111,-2.454604938
0.15,0.082,-0.648074074,-2.176839506
0.2,0.044866667,-0.754037037,-1.264687243
0.25,0.003733333,-0.790555556,0.050666667
0.3,-0.0372,-0.751592593,1.463868313
0.35,-0.074333333,-0.639555556,2.770473251
0.4,-0.103733333,-0.463666667,3.806337449
0.45,-0.122466667,-0.243222222,4.4531893
0.5,-0.128933333,-0.000518519,4.652222222
0.55,-0.122466667,0.24062963,4.384506173
0.6,-0.1038,0.455259259,3.682860082
0.65,-0.075066667,0.623,2.624897119
0.7,-0.039,0.727777778,1.313415638
0.75,0.0006,0.759703704,-0.128888889
0.8,0.040066667,0.714407407,-1.555390947
0.85,0.074933333,0.597,-2.806193416
0.9,0.102066667,0.421592593,-3.756337449
0.95,0.118666667,0.206185185,-4.325041152
1,0.1234,-0.027481481,-4.470514403
1.05,0.115866667,-0.258703704,-4.168477366
1.1,0.0964,-0.461888889,-3.434506173
1.15,0.067666667,-0.615481481,-2.364300412
1.2,0.0324,-0.707,-1.073806584
1.25,-0.005933333,-0.72637037,0.306646091
1.3,-0.043066667,-0.674222222,1.638374486
1.35,-0.075933333,-0.556555556,2.811440329
1.4,-0.101066667,-0.381703704,3.697880658
1.45,-0.115533333,-0.17062963,4.190946502
1.5,-0.1186,0.053703704,4.269156379
1.55,-0.11,0.272703704,3.92882716
1.6,-0.0902,0.463037037,3.184897119
1.65,-0.061666667,0.603703704,2.127942387
1.7,-0.0274,0.683185185,0.878971193
1.75,0.009333333,0.694740741,-0.44744856
1.8,0.044866667,0.636555556,-1.722572016
1.85,0.075533333,0.514962963,-2.812160494
1.9,0.098333333,0.343518519,-3.609197531
1.95,0.111133333,0.140074074,-4.050041152
2,0.112933333,-0.07737037,-4.08808642
2.05,0.103066667,-0.286037037,-3.700884774
2.1,0.083,-0.462518519,-2.939650206
2.15,0.054866667,-0.590481481,-1.906440329
2.2,0.021666667,-0.660074074,-0.698127572
2.25,-0.0138,-0.663185185,0.577098765
2.3,-0.047333333,-0.599518519,1.783024691
2.35,-0.076066667,-0.477333333,2.802139918
2.4,-0.096933333,-0.308185185,3.540102881
2.45,-0.108066667,-0.10937037,3.924176955
2.5,-0.108333333,0.100333333,3.906255144
2.55,-0.097533333,0.297777778,3.480781893
2.6,-0.0772,0.462,2.712510288
2.65,-0.049466667,0.579037037,1.689341564
2.7,-0.016933333,0.637,0.512283951
2.75,0.016733333,0.631814815,-0.704423868
2.8,0.048733333,0.564037037,-1.852222222
2.85,0.075466667,0.438777778,-2.805246914
2.9,0.094266667,0.271481481,-3.462242798
2.95,0.1036,0.078925926,-3.773395062
3,0.102466667,-0.120777778,-3.707160494
3.05,0.091,-0.307111111,-3.261748971
3.1,0.0704,-0.460074074,-2.49
3.15,0.043066667,-0.565111111,-1.486934156
3.2,0.011666667,-0.613888889,-0.351213992
3.25,-0.020733333,-0.601740741,0.818436214
3.3,-0.050933333,-0.529037037,1.907572016
3.35,-0.0758,-0.402740741,2.793374486
3.4,-0.092733333,-0.237666667,3.382572016
3.45,-0.1004,-0.051148148,3.633065844
3.5,-0.098066667,0.140074074,3.520576132
3.55,-0.085733333,0.315222222,3.052201646
3.6,-0.0652,0.456925926,2.287860082
3.65,-0.038266667,0.553185185,1.296419753
3.7,-0.007533333,0.59162963,0.180699588
3.75,0.023266667,0.570666667,-0.929032922
3.8,0.051666667,0.494962963,-1.941954733
3.85,0.0748,0.369037037,-2.763744856
3.9,0.09,0.207111111,-3.300781893
3.95,0.096266667,0.025888889,-3.507283951
4,0.092733333,-0.158111111,-3.352942387
4.05,0.079666667,-0.323185185,-2.856296296
4.1,0.059066667,-0.454481481,-2.085534979
4.15,0.0324,-0.539814815,-1.11191358
4.2,0.002866667,-0.569777778,-0.035041152
4.25,-0.0268,-0.543407407,1.041131687
4.3,-0.053733333,-0.461222222,2.004547325
4.35,-0.074733333,-0.333703704,2.744506173
4.4,-0.088266667,-0.175777778,3.207366255
4.45,-0.093,-0.000962963,3.360740741
4.5,-0.0884,0.174,3.173436214
4.55,-0.0748,0.329518519,2.660720165
4.6,-0.054066667,0.450444444,1.885761317
4.65,-0.027933333,0.525481481,0.92617284
4.7,0.000666667,0.546185185,-0.113703704
4.75,0.0288,0.513185185,-1.130493827
4.8,0.054066667,0.428444444,-2.027757202
4.85,0.073333333,0.301518519,-2.707860082
4.9,0.085266667,0.147111111,-3.12037037
4.95,0.088666667,-0.022259259,-3.230020576
5,0.083,-0.18962963,-3.001748971
5.05,0.0688,-0.335259259,-2.459300412
5.1,0.048,-0.444592593,-1.684115226
5.15,0.0226,-0.509518519,-0.758168724
5.2,-0.005,-0.523185185,0.235699588
5.25,-0.0318,-0.484666667,1.198683128
5.3,-0.055333333,-0.398777778,2.044485597
5.35,-0.073333333,-0.272111111,2.68537037
5.4,-0.0836,-0.118851852,3.045164609
5.45,-0.0856,0.044555556,3.097469136
5.5,-0.079,0.203481481,2.834423868
5.55,-0.064333333,0.339851852,2.279320988
5.6,-0.043533333,0.439777778,1.508765432
5.65,-0.018666667,0.496296296,0.596831276
5.7,0.008133333,0.502037037,-0.374218107
5.75,0.0336,0.456666667,-1.29399177
5.8,0.055533333,0.367,-2.074876543
5.85,0.071733333,0.241259259,-2.650967078
5.9,0.080666667,0.091037037,-2.954814815
5.95,0.081133333,-0.066814815,-2.948786008
6,0.0736,-0.215592593,-2.647427984
6.05,0.058666667,-0.341555556,-2.091049383
6.1,0.038066667,-0.432703704,-1.33281893
6.15,0.013666667,-0.480222222,-0.443004115
6.2,-0.011933333,-0.47862963,0.486049383
6.25,-0.036133333,-0.428777778,1.350555556
6.3,-0.0564,-0.338,2.075864198
6.35,-0.071266667,-0.213777778,2.605802469
6.4,-0.078733333,-0.066703704,2.867695473
6.45,-0.078133333,0.085555556,2.822345679
6.5,-0.069733333,0.227148148,2.487386831
6.55,-0.0544,0.34362963,1.913580247
6.6,-0.034,0.425333333,1.16409465
6.65,-0.0102,0.464740741,0.300740741
6.7,0.0144,0.456518519,-0.588600823
6.75,0.037266667,0.402814815,-1.406707819
6.8,0.0562,0.310259259,-2.084053498
6.85,0.069533333,0.186703704,-2.561748971
6.9,0.075666667,0.043703704,-2.778045267
6.95,0.074066667,-0.103111111,-2.698209877
7,0.064866667,-0.237851852,-2.331111111
7.05,0.049133333,-0.345,-1.740061728
7.1,0.029,-0.417407407,-1.000082305
7.15,0.0058,-0.448962963,-0.163950617
7.2,-0.017733333,-0.434851852,0.691893004
7.25,-0.039466667,-0.376592593,1.470185185
7.3,-0.056866667,-0.281185185,2.087510288
7.35,-0.0686,-0.159592593,2.49600823
7.4,-0.073466667,-0.022185185,2.662674897
7.45,-0.070933333,0.117555556,2.557489712
7.5,-0.0612,0.244518519,2.182880658
7.55,-0.0454,0.344777778,1.58617284
7.6,-0.025266667,0.408851852,0.842880658
7.65,-0.002866667,0.431481481,0.034176955
7.7,0.019533333,0.412148148,-0.771028807
7.75,0.04,0.351518519,-1.501707819
7.8,0.056066667,0.256148148,-2.084341564
7.85,0.066666667,0.134703704,-2.456152263
7.9,0.070066667,0.000111111,-2.569753086
7.95,0.0666,-0.132888889,-2.418065844
8,0.0562,-0.25137037,-2.02255144
8.05,0.0404,-0.343148148,-1.426934156
8.1,0.020466667,-0.399481481,-0.696337449
8.15,-0.0012,-0.414777778,0.088004115
8.2,-0.0226,-0.389703704,0.851378601
8.25,-0.041666667,-0.32662963,1.534753086
8.3,-0.0566,-0.230518519,2.071255144
8.35,-0.065666667,-0.110888889,2.394917695
8.4,-0.068066667,0.018740741,2.473374486
8.45,-0.063733333,0.146481481,2.298230453
8.5,-0.0528,0.258481481,1.878888889
8.55,-0.036733333,0.342111111,1.26845679
8.6,-0.017133333,0.38962963,0.546707819
8.65,0.0038,0.397777778,-0.206687243
8.7,0.024133333,0.367740741,-0.929938272
8.75,0.042,0.301777778,-1.570020576
8.8,0.0556,0.204444444,-2.052613169
8.85,0.0632,0.087777778,-2.32154321
8.9,0.064666667,-0.036740741,-2.359897119
8.95,0.0594,-0.157481481,-2.161213992
9,0.048333333,-0.262592593,-1.729012346
9.05,0.031866667,-0.337592593,-1.120411523
9.1,0.013133333,-0.376962963,-0.435802469
9.15,-0.007066667,-0.382777778,0.287530864
9.2,-0.0268,-0.348259259,0.999238683
9.25,-0.043333333,-0.278259259,1.601296296
9.3,-0.055666667,-0.18137037,2.03654321
9.35,-0.0622,-0.066407407,2.263971193
9.4,-0.062533333,0.054259259,2.259650206
9.45,-0.056533333,0.168777778,2.024444444
9.5,-0.044933333,0.265111111,1.581522634
9.55,-0.028866667,0.333,0.986378601
9.6,-0.010266667,0.366740741,0.310390947
9.65,0.0092,0.364888889,-0.388209877
9.7,0.027666667,0.326740741,-1.052839506
9.75,0.0432,0.255592593,-1.614711934
9.8,0.054266667,0.158555556,-2.009773663
9.85,0.059666667,0.046111111,-2.194053498
9.9,0.059,-0.069740741,-2.15399177
9.95,0.0524,-0.177925926,-1.896028807
10,0.040466667,-0.267333333,-1.442592593
10.05,0.024466667,-0.327592593,-0.852654321
10.1,0.0064,-0.354851852,-0.198333333
10.15,-0.012333333,-0.348222222,0.473703704
10.2,-0.029866667,-0.305962963,1.103847737
10.25,-0.044133333,-0.23337037,1.623024691
10.3,-0.054133333,-0.137333333,1.980843621
10.35,-0.058466667,-0.026888889,2.129650206
10.4,-0.056866667,0.084925926,2.05063786
10.45,-0.049533333,0.186296296,1.766069959
10.5,-0.037466667,0.268074074,1.313436214
10.55,-0.021666667,0.322888889,0.732139918
10.6,-0.0038,0.343925926,0.084115226
10.65,0.014066667,0.330962963,-0.560864198
10.7,0.030533333,0.286111111,-1.156378601
10.75,0.043933333,0.210925926,-1.63808642
10.8,0.052466667,0.114740741,-1.938518519
10.85,0.055733333,0.009296296,-2.042510288
10.9,0.053466667,-0.097296296,-1.946193416
10.95,0.0456,-0.193481481,-1.649279835
11,0.033266667,-0.268851852,-1.187716049
11.05,0.0176,-0.316444444,-0.61617284
11.1,0.0004,-0.332740741,0.013251029
11.15,-0.017,-0.315592593,0.647510288
11.2,-0.032533333,-0.265074074,1.209423868
11.25,-0.044533333,-0.18862963,1.629876543
11.3,-0.052,-0.095777778,1.888662551
11.35,-0.054533333,0.006962963,1.970493827
11.4,-0.051333333,0.109703704,1.846440329
11.45,-0.043,0.199333333,1.531111111
11.5,-0.0306,0.268592593,1.066872428
11.55,-0.015066667,0.310518519,0.49372428
11.6,0.0018,0.319555556,-0.120061728
11.65,0.018133333,0.297111111,-0.706049383
11.7,0.0326,0.246407407,-1.224897119
